verse	content
030	May awtoridad tana sa pagmando bisan sa mga malaot kag nagatuman man sanda kana.
031	Gani ang balita nahanungud kay Jesus madasig nga naglapnag sa bilog nga Galilea.
032	Naghalin lagi sanday Jesus sa sinagoga kag nag-agto sa balay nanday Simon kag Andres.
032	Imaw man nanda sanday Santiago kag Juan.
033	Kang tion man nga to ang ugangan nga bayi ni Simon nagabatang hay ginahilanat dya.
033	Kag kang pag-abot dayon ni Jesus, ginsugid nanda dya kana.
034	Gani ginparapitan dya ni Jesus kag ginkaptan sa alima kag pabangonon.
034	Nadura ang anang hilanat kag nagsirbe tana kananda.
035	Pagkasirum, pagkatunod kang adlaw, ginpangdara kang mga tawo kay Jesus ang tanan nga mga masakitun kag ang mga nasab-an kang malaot nga ispirito.
036	Ang haros tanan nga mga pumuloyo kang banwa nagtiriripon sa atubang kang balay.
037	Ginpang-ayad ni Jesus ang duro nga mga tawo nga nagabatyag kang nagkalain-lain nga mga balatian, kag ginpanabog na man ang duro nga mga demonyo.
037	Wara na ginatugotan nga makahambal ang mga demonyo kang bisan ano tungud hay kilala nanda kon sin-o gid tana.
038	Pagkaaga, dulum-dulum pa, nagbangon run si Jesus kag maggwa sa balay.
038	Nag-agto tana sa kamingawan kag rugto magpangamuyo.
039	Kag ginpangita tana ni Simon kag kang anang mga kaibahan.
040	Kang makita nanda si Jesus, nagkuon sanda, Ang tanan nga mga tawo nagapangita kanimo.
041	Pero nagsabat si Jesus, Kinahanglan nga maagto man kita sa iba nga mga kaingud nga banwa, agud to nga makapangwali man ako rugto, tungud hay amo ria ang katuyoan nga nag-abot ako rugya.
042	Gani ginlibot na ang bilog nga Galilea nga nagapangwali sa mga sinagoga kag nagapanabog kang mga demonyo.
043	Kar-on, may sangka aruon nga nagparapit kay Jesus.
043	Nagluhod dya kag nagpakitluoy kana nga nagakuon, Kon gustohon mo, sarang mo ako maayad kag himoon nga limpyo suno sa kasugoan.
044	Nangir-o gid si Jesus kana.
044	Dayon gindawhat na dya kag tandugun, kag nagkuon, Huud, gusto ko gid; ayad run!
045	Kato lagi, nadura ang aru kang tawo, kag nag-ayad run tana.
046	Ginpaandaman gid tana ka mayad ni Jesus kag ginpapanaw lagi.
047	Nagkuon si Jesus kana, Sigurohon mo gid nga indi ikaw magpanugid sa bisan kay sin-o nahanungud sa butang nga dya, pero ang himoon mo agto ikaw sa pari kag magpaturuk kana.
047	Dayon maghalad ikaw kang haralad nga suno sa kasugoan ni Moises para mapamatud-an mo sa mga tawo nga nag-ayad run ikaw.
048	Pero ang tawo nagpanaw kag ginpanugid-sugid ang natabo kana, hasta nga maglapnag ang balita nga dya.
048	Tungud ka dya, indi run mahimo nga makasulud kang hayag si Jesus sa banwa.
048	Gani rugto run lang tana nagtiner sa kamingawan, kag nag-aragto kana ang mga tawo nga nagharalin sa mga nagkalain-lain nga mga lugar.
