verse	content
027	Nagkuon si Jesus kananda, Tanan kamo magaparalagyo kag magabiya kanakun, tungud hay nagkuon ang Dios sa kasulatan, Pagapatyun ko ang manugbantay, kag magaharaplaag ang mga karnero.
028	Pero pagkatapos nga banhawun ako, magauna ako kaninyo rugto sa Galilea.
029	Nagkuon si Pedro, Bisan magbiya sanda tanan kanimo, ako tana indi gid.
030	Nagkuon si Jesus kana, Sugidan ko ikaw, kadya nga gabii antes makapamalo ang sulog kang darwa ka beses, tatlo ka beses mo ako nga ipanginwara.
031	Pero nagpamirit gid si Pedro, Bisan mapatay pa ako kaimaw nimo indi ko gid ikaw pag-ipanginwara.
031	Kag amo man dya ang ginhambal kang tanan.
032	Nag-abot sanda sa lugar nga ginatawag Getsemane.
032	Nagkuon si Jesus sa anang mga disipulo, Pungko kamo rugya samtang nagapangamuyo ako.
033	Gin-imaw na sanday Pedro, Santiago kag Juan, kag natublag gid tana ka mayad kag nagbatyag kang tuman nga kasubu.
034	Nagkuon tana kananda, Daw mapatay ako sa sobra nga kasubu.
034	Pabilin lang kamo rugya kag magbantay.
035	Nag-agto si Jesus sa uruunhan nayon kag nagharapaun sa lupa kag magpangamuyo nga kon sarang pa lang mahimo mapaiway ang tion kang pag-antos nga anang ginapaabot.
036	Nangamuyo tana, Amay, Amay ko, mahimo nimo ang tanan nga butang.
036	Ipaiway kanakun ang pag-antos nga dya, pero bukun ti akun kabubut-un ang matuman kundi ang imo.
037	Ginbalikan na ang tatlo ka mga disipulo kag nakita na sanda nga nagakaraturog.
037	Ginkun-an na si Pedro, Simon, nagakaturog bala ikaw?
037	Indi kaw gid haw makapulaw bisan sangka oras lang?
038	Magpulaw kamo kag magpangamuyo agud to nga indi kamo masulay.
038	Buut man ninyo ang maghimo kang mayad pero ang inyo lawas maluya.
039	Naghalin ruman si Jesus kag nangamuyo kang amo man angud nga mga tinaga.
040	Ginbalikan na liwan ang anang mga disipulo kag nakita na sanda nga nagakaturog tungud hay tam-an gid sanda ka tuyo.
040	Kag indi sanda kamaan kon ano ang andang isabat kana.
041	Kang ikatlo na nga pagbalik kananda, nagkuon tana, Nagakaturog kag nagapahuway pa angud kamo?
041	Husto run ria!
041	Nag-abot run ang tion nga ang Anak kang Tawo igatugyan sa alima kang mga tawo nga makasasala.
042	Bangon kamo, mapanaw kita.
042	Rugya run ang tawo nga magaluib kanakun.
043	Samtang nagahambal pa si Jesus, lagi-lagi nag-abot si Judas nga isara sa napulo'g darwa ka mga disipulo.
043	Imaw na ang duro nga mga tawo nga nagadara kang mga espada kag ralampus.
043	Ginpadara sanda ka dya kang mga pangulo kang kaparian, kang mga manunudlo kang Kasugoan kag kang mga kamal-aman.
044	Nagkuon run nga daan kananda ang traidor, Ang tawo nga akun iharkan, amo tana.
044	Dakpun ninyo tana kag dar-un kag gwardyahan gid ka mayad.
045	Gani nga kang pag-abot ni Judas, ginparapitan na lagi si Jesus kag magkuon, Maestro!
045	kag dara haruk kana.
046	Dayon gindakup nanda si Jesus kag ginsiguro nga indi makapalagyo.
047	Pero may isara rugto nga nagatindug nga naghunos kang anang espada kag ginlabo ang surugoon kang pinakamataas nga pari kag nautas gid ang talinga na ka dya.
048	Nagkuon si Jesus kananda, Buyung ako haw nga kinahanglan pa nga magdara kamo kang mga espada kag ralampus sa pagdakup kanakun?
049	Adlaw-adlaw nagapanudlo ako sa templo kag rugto man kamo, kag wara man ninyo ako pagdakpa.
049	Pero kinahanglan nga matuman ang ginakuon sa Kasulatan.
050	Dayon ginbayaan si Jesus kang tanan nga mga disipulo kag nagparalagyo sanda.
051	May sangka pamatan-un nga laki nga nagasunod kay Jesus.
051	Nagatampi lang tana kang tela nga lino kag gindakup man nanda tana ka dya
052	pero nakapanginpadlos tana kag nabilin ang anang ginatampi kag nagdalagan tana nga hublas.
053	Gindara nanda si Jesus sa balay kang Pinakamataas nga Pari nga sa diin nagtiripon ang tanan nga mga pangulo kang kaparian, ang mga kamal-aman kag ang mga manunudlo kang Kasugoan.
054	Si Pedro tana, nagasunod kana pero rayu ang anang antad, kag nagsulud man tana sa lagwerta kang balay kang Pinakamataas nga Pari.
054	Rugto nagapungko tana kaimaw kang mga gwardya nga nagpainit-init marapit sa kalayo.
055	Kar-on, ang mga pangulo kang kaparian kag ang bilog nga katapo kang Konseho nagtinguha gid sa pagpangita kang mga ebidensya batok kay Jesus agud nga mapapatay tana.
055	Pero wara gid sanda ti makita.
056	Duro ang nagpanaksi kang bukun ti matuod batok kay Jesus pero wara man nagasirinanto ang andang mga ginasugid.
057	May mga nagtirindug kag nagpanaksi kang bukun ti matuod batok kana nga nagakuon,
058	Nabatian namun tana nga naghambal nga igub-un na ang templo nga dya nga ginhimo kang tawo kag sa sulud kang tatlo ka adlaw mapatindug tana kang lain nga bukun ti hinimoan kang tawo.
059	Pero bisan amo pa kato wara man angud pagsirinanto ang andang mga ginasugid.
060	Nagtindug ang Pinakamataas nga Pari sa tunga nanda kag namangkot kay Jesus, Wara gid bala ikaw ti isabat sa mga akusasyon nanda kontra kanimo?
061	Pero wara gid maglimug si Jesus kag wara gid magsabat.
061	Ginpamangkot liwan tana kang Pinakamataas nga Pari, Ikaw gid bala ang Cristo nga Anak kang darayawun nga Dios?
062	Nagsabat si Jesus, Huud, kag makita ninyo ang Anak kang Tawo nga nagapungko sa tuo nayon kang makagagahum nga Dios, kag makita man ninyo nga nagaabot nga ginadara kang panganod.
063	Gin-gisi kang Pinakamataas nga Pari ang anang bayo kag nagkuon, Indi run natun kinahanglan kang mga testigo!
064	Nabatian run man ninyo ang anang pagpasipala sa Dios.
064	Ano ang inyo desisyon?
065	Kag ginpamatbatan nanda tana kang kamatayun.
066	Gindupraan tana kang iba, ginpuyungan, kag ginsumbag kag ginkun-an, Lat-a kon sin-o ang nagsumbag kanimo?
066	Ginbuul tana kang mga gwardya kag ginsagi ka tampa.
067	Si Pedro tana rugto angud sa idalum, sa lagwerta kang balay kang mag-abot ang isara sa mga surugoon nga bayi kang Pinakamataas nga Pari.
068	Kang makita na si Pedro nga nagapainit-init marapit sa kalayo, ginturuk na dya kag nagkuon, Kaimaw man ikaw ni Jesus nga taga-Nazaret.
069	Pero ginpanginwara dya ni Pedro, Wara takun kamaan kag wara ako ka hangup kang ginakuon mo nga ria.
069	Kag nagpanaw tana paggwa sa pwertahan.
069	Amo man to ang pagpamalo kang sulog.
070	Nakita tana rugto kang surugoon nga bayi kag ginliwan na ang anang ginkuon nga ria sa mga nagatirindug rugto, Ang tawo nga dya isara man kananda!
071	Pero ginpanginwara ruman dya ni Pedro.
072	Wara magbuhay, ang mga nagatirindug rugto nagkuon ruman kay Pedro, Sigurado gid nga isara ikaw kananda tungud hay Galileanhun man ikaw.
073	Pero nagsabat si Pedro, Bisan silotan pa ako kang Dios, matuod gid ang akun ginakuon kaninyo.
073	Wara gid ako ka kilala kang tawo nga ginakuon ninyo nga ria.
074	Lagi-lagi kato, nagpamalo ang sulog sa ikarwa nga bes.
074	Kag nadumduman ni Pedro ang ginkuon ni Jesus kana nga, Antes ang ikarwa nga pagpamalo kang sulog, ipanginwara mo ako kang makatlo ka bes.
074	Kag naghiribiun si Pedro.
