verse	content
044	Pero bukun tana ti amo ria kaninyo.
044	Sa baylo, kon sin-o kaninyo ang gusto nga mangin dungganun, kinahanglan nga mangin surugoon tana kang tanan,
045	kag kon sin-o man nga gusto mangin pangulo, kinahanglan nga mangin uripun tana kang tanan.
046	Tungud hay bisan ang Anak kang Tawo wara mag-abot sa kalibutan para alagadun kundi para mag-alagad kag magtugro kang anang kabuhi sa pagtubos kang duro.
047	Kar-on, nakaabot sanda sa Jerico, kag kang nagapagwa run si Jesus sa syudad nga to imaw kang anang mga disipulo kag kang tama ka duro nga mga tawo, may sangka bulag rugto nga nagapungko kag nagapakilimos sa binit kang dalan.
047	Tana ka dya si Bartimeo nga bata ni Timeo.
048	Kang mabatian na nga si Jesus nga taga-Nazaret ang nagaagi, nagsinggit tana, Jesus nga kaliwat ni David, maluoy ikaw kanakun!
049	Duro nga mga tawo ang nagsaway kana kag ginkun-an tana nga maghipus.
049	Pero gintudohan na pa gid gani nga singgit, Kaliwat ni David, maluoy ikaw kanakun!
050	Nagpundo si Jesus kag magkuon, Tawga ninyo tana!
051	Kag gintawag nanda ang bulag kag ginkun-an, Magkalipay ikaw; tindug dyan, hay ginapatawag na ikaw.
052	Gintablug na ang anang kunup kag magtindug dayon kag magparapit kay Jesus.
053	Ginpamangkot tana ni Jesus, Ano haw ang gusto mo nga himoon ko kanimo?
054	Nagsabat ang bulag, Maestro, gusto ko nga makakita.
055	Nagkuon si Jesus kana, Panaw run.
055	Ang imong pagtoo amo ang nag-ayad kanimo.
056	Kato lagi makakita run tana kag nagsunod tana kay Jesus sa dalanun.
