verse	content
022	Pagbalik ruman ni Jesus sa tabok kang linaw, tama ruman ka duro nga mga katawhan nga nagtiripon kana samtang rugto tana sa binit kang linaw.
023	Dayon nag-abot si Jairo nga sangka opisyal kang sinagoga.
023	Pagkakita na kay Jesus, nagharapaun tana sa kahig nayon ni Jesus
024	kag nagpakitluoy kana nga nagakuon, Tagumatayun ang akun bata nga dalagita.
024	Agtoni anay tana kag tungtongan kang imong alima agud to nga mag-ayad tana kag mabuhi pa!
025	Nagtawas kana si Jesus.
026	Tama man ka duro nga mga tawo ang nagsurunod kana kag nagadinus-uganay sa anang palibot.
027	May sangka bayi man rugto nga ginadugo sa sulud kang napulo'g darwa ka tuig.
028	Tam-an gid ang anang pag-antos bisan pa nga nagpabulong run man tana sa duro nga mga doktor hasta nga naubos na run ka gasto ang anang kwarta pero wara man angud ti alibyo, tapat pa gani nga naglala dya.
029	Nakabati tana kang nahanungud kay Jesus, gani nga nagpanagil-ut gid tana sa karak-an kag mag-agto sa likod nayon ni Jesus kag gintandug ang bayo na ka dya,
030	tungud hay nagkuon tana sa anang kaugalingun, Kon matandug ko lang bisan ang anang bayo, maayad gid ako.
031	Nagpuut lagi ang anang pagdugo kag nabatyagan na sa anang lawas nga naayad run tana sa anang balatian.
032	Nabatyagan ni Jesus nga may gahum nga naggwa kana, gani nagbalikid tana dayon sa karak-an kag namangkot, Sin-o ang nagtandug kang akun bayo?
033	Nagsabat ang anang mga disipulo, Nakita mo run nga nagadinagusu ang mga tawo kanimo, andut nga mamangkot pa ikaw kon sin-o ang nagtandug kang imong bayo?
034	Pero nagpanghulung-hulung si Jesus sa palibot agud turukun kon sin-o gid ang naghimo ka dya.
035	Ang bayi tana, kang matalupangdan na ang natabo kana, nagkurudug tana sa kahadluk nga nagparapit kay Jesus.
035	Nagharapaun tana sa kahig nayon ni Jesus kag magsugid kang bug-os nga kamatuoran.
036	Kag nagkuon si Jesus kana, Inday, ang imong pagtoo amo ang nag-ayad kanimo.
036	Panaw nga may kalinung, naayad run gid ikaw!
037	Samtang nagahambal pa ka dya si Jesus, may mga nag-arabot nga halin sa balay ni Jairo nga nagkuon, Patay run ang imong bata.
037	Indi run pagdistorboha ang Maestro.
038	Pero wara magsapak si Jesus sa andang ginkuon nga dya kundi naghambal tana kay Jairo, Indi ikaw magkahadluk, magtuo lang ikaw.
039	Wara tana ti gintugotan nga magtawas kana magluwas kanday Pedro, Santiago kag Juan nga bugto ni Santiago.
040	Kar-on pag-abot nanda sa balay nanday Jairo, nakita ni Jesus nga nagagirinoal ang mga tawo;
040	nagahirinibi sanda kag nagaparanangisun.
041	Pagsulud na, nagkuon tana kananda, Andut haw nga nagagirinoal kamo kag nagahirinibi?
041	Bukun ti patay ang bata;
041	nagakaturog lang.
042	Pero ang mga tawo tana, ginkadlawan lang nanda si Jesus.
042	Gani ginpagwa na sanda tanan kag gindara na ang tatay kag nanay kang bata imaw kang anang tatlo ka mga disipulo kag nagsulud sanda sa kwarto nga sa diin nahamyang ang bata.
043	Ginkaptan ni Jesus ang bata sa alima kag ginkun-an nga, Talitha koum!
043	nga kon sayudon, Inday, ginakun-an ko ikaw, magbangon kaw!
044	Lagi-lagi nagbangon ang bata kag magpanaw-panaw tana ka dya nagapang-edadun kang napulo'g darwa ka tuig.
044	Natingala gid sanda ka mayad sa natabo nga dya.
045	Pero gindumilian gid sanda ni Jesus nga indi pagpanugid sa bisan kay sin-o ang natabo nga dya.
045	Kag ginkun-an na sanda nga ipakan-un ang bata.
