verse	content
015	Kar-on, nabatian ni Haring Herodes ang tanan nga dya, tungud hay ang ngaran ni Jesus nabantog run.
015	May mga nagkuon, Nabanhaw si Juan nga Manugbawtiso, gani nga may gahum tana sa paghimo kang mga milagro.
016	Pero may iba man tana nga nagakuon, Si Elias tana ria!
017	Kag may iba pa gid nga nagakuon, Propeta tana nga pareho kang mga propeta kauna.
018	Kang mabatian dya ni Herodes, nagkuon tana, Si Juan nga Manugbawtiso ria nga ginpapugotan ko, pero nabanhaw!
019	Tungud hay si Herodes nga dya amo ang nagpadakup kay Juan, kag nagpagapos kag nagpapriso kana.
019	Ginhimo dya ni Herodes tungud kay Herodias nga ana ginpangasawa bisan pa nga asawa dya kang anang bugto nga si Felipe.
020	Pirme nagakuon si Juan kay Herodes, Bukun ti husto nga agawun nimo ang asawa kang imong bugto!
021	Gani gindumtan gid ni Herodias si Juan kag gusto na raad nga ipapatay dya, ugaring indi na mahimo
022	tungud hay nahadluk si Herodes kay Juan hay naman-an na nga si Juan matarung kag balaan gani nga ginpabantayan na gid dya agud indi maiwan.
022	Nanamian gid si Herodes nga magpamati kay Juan bisan pa nga natublag tana magpamati kana.
023	Pero nag-abot gid man ang kahigayonan nga ginahulat ni Herodias.
023	Kaadlawan kato ni Herodes, kag nagpatabad tana para sa tanan nga mga matag-as nga opisyales kang gobyerno, kag sa mga opisyales kang suldado kag sa mga bantog nga mga tawo sa Galilea.
024	Kang magsulud ang bata ni Herodias nga daraga kag magsaot, nanamian gid si Herodes kag ang anang mga dinapit nga bisita.
024	Gani nagkuon si Herodes sa daraga, Pangayo ikaw kanakun kang bisan ano nga gusto nimo kag itao ko kanimo.
025	Dayon nagsaad si Herodes kana, Itao ko kanimo ang bisan ano nga imo pangayoon, bisan pa ang katunga kang akun ginharian.
026	Gani naggwa ang daraga kag namangkot sa anang nanay, Ano bay ang pangayoon ko?
027	Nagsabat ang anang nanay, Ang ulo ni Juan nga Manugbawtiso!
028	Lagi-lagi nagdali-dali balik kay Herodes ang daraga kag nagkuon, Gusto ko nga itao mo kadya lagi kanakun ang ulo ni Juan nga Manugbawtiso nga nakabutang sa bandihado.
029	Nasubuan gid ka mayad si Herodes pero indi na run mabaribadan ang daraga tungud kang anang mga ginsaad sa atubang kang mga bisita.
030	Lagi-lagi ginsugo ni Herodes ang sangka suldado nga idar-un kana ang ulo ni Juan.
030	Gani nag-agto ang suldado sa prisohan kag ginpugotan si Juan.
031	Dayon, nagbalik ang suldado nga dara ang ulo ni Juan nga nabutang sa bandihado kag gintao na dya sa daraga, kag gintao man dya kang daraga sa anang nanay.
032	Kang mabatian dya kang mga disipulo ni Juan, nag-agto sanda rugto kag ginbuul ang anang bangkay kag ginlubung.
033	Nagbaralik ang mga apostoles nga ginsugo ni Jesus.
033	Ginsugid nanda kana ang tanan nanda nga mga ginhimo kag ginpanudlo.
034	Tungud nga duro ang mga tawo nga nagaarabot-abot kag nagaharalin sa lugar nga sa diin rugto sanday Jesus, nga haros wara run sanda ti tyempo magkaun.
034	Gani nagkuon tana sa anang mga disipulo, Dali, maagto kita sa kamingawan nga kitahanun lang kag magpahuway-huway kang makadali.
035	Gani naghalin sanda rugto sakay sa baruto nga sandahanun lang kag nag-agto sa mamingaw nga lugar.
036	Pero duro nga mga tawo ang nakakita kang paghalin nanda kag nakilala sanda.
036	Gani nagdinalagan ang mga tawo halin sa andang mga kabanwahanan paagto sa lugar nga pagaagtonan nanday Jesus.
036	Kag una pa gani sanda kaabot rugto.
037	Kang pagtakas ni Jesus nakita na ang tama ka duro nga mga tawo kag naluoy gid tana kananda, tungud hay daw pareho lang sanda kang mga karnero nga wara ti manugbantay.
037	Amo to kag nag-umpisa tana sa pagpanudlo kananda kang duro nga mga butang.
038	Kang nagahinalup run ang adlaw, nagparapit kana ang anang mga disipulo kag nagkuon, Sirum run gid dya kag mamingaw dya nga lugar.
039	Papanawa run ang mga tawo agud to nga makaagto sanda sa mga marapit nga uma kag sa mga baryo para makabakal kang bisan ano nga anda makaun.
040	Pero nagsabat si Jesus, Kamo mismo ang magtugro kananda kang andang makaun.
041	Nagpamangkot sanda kana, Mapanaw bala kami kag magbakal kang pagkaun nga nagabili kang darwa ka gatos ka kwarta nga pilak para ipakaun kananda?
042	Ginpamangkot sanda ni Jesus, Ano ka duro ang dara ninyo nga tinapay?
042	Abi, usisaa ninyo.
043	Kang mausisa run nanda, nagkuon sanda kay Jesus, Lima ka bilog nga tinapay kag darwa ka bilog nga isda.
044	Dayon ginsugo ni Jesus sanda tanan nga magpurungko kang grupo-grupo sa hilamon.
045	Gani nagpirinungko ang mga tawo nga nagagrupo-grupo.
045	May rugyan nga tag-sanggatos kag may rugyan man nga tagkalim-an.
046	Ginbuul ni Jesus ang lima ka tinapay kag ang darwa ka bilog nga isda kag nagtangra tana sa langit agud magpasalamat sa Dios, kag ginpamihak-pihak na ang tinapay kag ginpanugro sa anang mga disipulo agud nga ipanagtag sa mga tawo.
046	Ginhururay na man ang darwa ka bilog nga isda kananda tanan.
047	Nakakaun sanda tanan kag nagkarabusog.
048	Kang tiponon kang mga disipulo ang nabilin nga mga ginpamihak-pihak nga tinapay kag isda, napulo'g darwa pa ka alat ang andang nabuta.
049	Ang kadurohon kang mga laki nga nakakaun lima ka libo.
050	Lagi-lagi ginsugo ni Jesus ang anang mga disipulo nga magsakay sa baruto kag mag-una sa tabok kang linaw, rugto sa Betsaida, samtang ginapapauli na ang mga tawo.
051	Kang makahalin run sanda, nagtukad si Jesus sa bakulod para magpangamuyo.
052	Pagkagabii, ang baruto rugto run sa tunga kang linaw, samtang si Jesus tana rugto sa takas nga nagaisaranhun.
053	Nalantawan na nga nalisdan gid ang anang mga disipulo sa pagbugsay kang baruto tungud hay pasug-alaw kananda ang hangin.
053	Kang nagakasanagun run, nag-abat si Jesus kananda nga nagapanaw sa tubig.
053	Lubsan na lang raad sanda,
054	ugaring kang makita nanda tana nga nagapanaw sa tubig, abi nanda nga bagat dya.
054	Gani nagsiringgit sanda, Bagat!
055	Tungud hay sanda tanan nakakita kana kag gindakup sanda kang tuman nga kahadluk.
056	Pero ginkun-an lagi sanda ni Jesus, Magpakabakud kamo.
056	Ako dya.
056	Indi kamo magkahadluk.
057	Dayon nagsakay si Jesus sa baruto kag nag-imaw kananda, kag nagkanay ang hangin.
057	Natingala gid sanda ka mayad
058	tungud hay wara nanda mahangpi ang kahulogan kang pagpamuad ni Jesus kang mga tinapay; nadulman pa ang andang mga panghuna-huna.
059	Pagkatabok nanda sa linaw, sa Genesaret sanda nagdungka kag rugto nanda gin-gaid ang andang baruto.
060	Pagkatakas nanda, nakilala dayon kang mga tawo si Jesus.
061	Gani nagdinalagan ang mga tawo sa bilog nga rehiyon kag ginadara nanda ang mga masakitun sa andang baratangan sa bisan diin nga lugar nga mabatian nanda nga rugto si Jesus.
062	Kag bisan diin mag-agto si Jesus, sa mga baryo, sa mga syudad, ukon sa mga uma man, ginadara nanda ang mga masakitun sa mga tindahan, kag nagapakitluoy sanda kana nga patandugun ang mga masakitun bisan sa sidsid lang kang anang bayo.
062	Kag ang tanan nga nakatandug ka dya nag-arayad.
