verse	content
023	Tungud hay wara dya nagasulud sa anang tagipusoon kundi sa anang busong kag nagagwa lang man sa anang lawas.
023	Sa paghambal na ka dya, ginakabig ni Jesus nga ang tanan nga mga pagkaun pwede ikan-un.
024	Nagpadayon pa gid si Jesus sa pagkuon, Ang nagagwa sa tawo amo ang nagadagta kana.
025	Tungud hay sa tagipusoon kang tawo nagahalin ang mga malain nga panghuna-huna nga amo ang nagatulod sa paghimo kang mga malain nga mga butang pareho kang pagpakighilawas, pagpanakaw, pagpatay, pagpanginbayi ukon pagpanginlaki,
026	pagkahanggab, pagkamalaot, pagpangdaya, paghimo kang mga mahigku nga buhat, pagkahisa, paghambal kang malain batok sa iba, pagpahambog kag pagbinuang.
027	Ang tanan nga mga malaot nga mga butang nga dya nagahalin sa tagipusoon kang tawo kag amo ang nagadagta kana.
028	Halin rugto nag-agto si Jesus sa lugar nga sakup kang Tiro kag Sidon.
028	Nagdayon tana sa sangka balay rugto kag indi tana malyag nga maman-an kang bisan sin-o nga rugyan tana, pero indi na gid dya matago sa mga tawo.
029	May sangka bayi rugto nga ang anang bata nga bayi nasab-an kang malaot nga ispirito.
029	Pagkabati na nahanungud kay Jesus, nag-agto tana dayon kag nagharapaun sa kahig nayon ni Jesus.
030	Ang bayi nga dya bukun ti Judio nga natawo sa Fenicia nga sakup kang Siria.
030	Nagpakitluoy tana kay Jesus nga tabogon ang malaot nga ispirito paggwa sa anang bata.
031	Pero nagsabat si Jesus, Kinahanglan nga unahun anay ka pakaun ang mga kabataan.
031	Tungud hay bukun ti mayad ria nga bul-un ang pagkaun kang mga bata kag itablug sa mga ayam.
032	Pero nagsabat ang bayi, Huud, Ginoo, pero bisan gani ang mga ayam sa idalum kang lamesa nagakaun man kang uyang nga pagkaun kang mga kabataan.
033	Gani nagkuon si Jesus kana, Tungud kang sabat mo nga dya, makauli run ikaw.
033	Naggwa run ang malaot nga ispirito sa imong bata.
034	Nag-uli ang bayi kag nakita na ang anang bata nga nagabatang sa katre kag ang malaot nga ispirito naggwa run.
035	Dayon, naghalin si Jesus sa mga lugar nga sakup kang Tiro kag nag-agi tana sa Sidon kag sa mga lugar nga sakup kang Decapolis paagto sa Linaw kang Galilea.
036	May mga tawo nga nagdara kana kang sangka tawo nga bungul kag pukol maghambal kag nagpakitluoy sanda kay Jesus nga tungtongan na dya kang anang alima.
037	Gani gindara ni Jesus ang tawo nga dya parayu sa karak-an nga sandahanun lang.
037	Ginbutang na ang anang mga tudlo sa talinga kang tawo nga dya kag nagdupra tana kag ginpalhit ang anang dura sa dila kang tawo.
038	Nagtangra si Jesus sa langit, nanghayhay kag nagkuon kana, Effata, nga kon sayudon, Magbukas kaw!
039	Lagi-lagi nag-anting ang paramatin-an kang tawo nga dya kag nabuul ang anang pagkapukol kag maathag run tana maghambal.
040	Dayon, ginmandoan sanda ni Jesus nga indi gid nanda dya pagpanugid bisan kay sin-o.
040	Pero kon diin pa nga gindumilian sanda, tapat pa gani nga ginpanugid nanda dya.
041	Kag ang tanan nga mga nakabati ka dya natingala gid ka mayad nga nagakuon, Mayad gid ang tanan nga anang mga ginpanghimo.
041	Maayad na bisan ang bungul kag mapahambal na ang apa!
