verse	content
022	Despues ya sale le dayun, cay tiene le grande riqueza.
023	Despues de salir el joven, ya mira si Jesus alrededor di suyo y ya habla con su maga dicipulo, Que bien dificil gayot para con el maga gente rico queda un ciudadano del Reino de Dios.
024	Cuando el maga dicipulo ya oi su maga palabra ya queda sila pasmao, pero si Jesus ya habla ole canila, Maga amigo, bien dificil gayot para el maga gente llega na Reino de Dios.
025	Mas facil pa entra el camello na agujero del aguja que con el gente rico para llega na lugar donde Dios ta reina.
026	Despues el maga dicipulo ya queda bien estraao, y ya pregunta con Jesus, Si ansina gale, quien pa man ay puede queda salvao del pecado?
027	Ya mira si Jesus canila, y ya habla, El maga cosas imposible para hace el maga gente, posible para con Dios, cay Dios puede hace todo las cosas.
028	Despues ya principia si Pedro habla con Jesus, Na, came gale!
028	Ya otorga ya gane came deja todo las cosas para sigui lang con uste.
029	Ya habla si Jesus canila, Deverasan ta habla gayot yo que todo el quien ya deja el di ila maga casa, o ya deja di ila maga hermano y hermana, o el di ila tata y nana y di ila maga anak, o ya deja tamen el di ila propiedad, por amor di mio y cay ta habla sila con otros acerca del Buen Noticia de Dios,
030	ay recibi sila mas pa que con el tiene sila este tiempo, como casa, hermano, hermana, nana, maga bata y maga propiedad, y el mismo tiempo el maga gente ay hace malo canila.
030	Pero ay llega el tiempo que ay recibi sila vida eterna.
031	Y aquel tiempo mucho del maga gente importante ahora, ay queda hende importante, y el maga hende importante ay queda importante despues.
032	Mientras ta camina ya sila para anda na Jerusalem, si Jesus ya man una canila, y el di suyo maga dicipulo ya queda asustao y el maga gente ta sigui canila ya tene miedo.
032	Entonces ya manda si Jesus con el doce dicipulo arrima cerca con ele, y ya principia le habla canila acerca del cosa ay sucede con ele.
033	Ya habla le canila, Na, ahora ay anda ya kita na Jerusalem, y si ay llega kita alla, tiene quien ay entrega con el Hijo del Hombre na mano del maga jefe del maga padre Judio y na mano del maga maestro Judio, y despues ay sentencia sila con ele para muri.
033	Y ay entrega sila con ele na mano del maga hende-Judio, y estos
034	amo quien ay ganguia y escupi con ele hasta ay pega pa.
034	Despues ay mata tamen con ele.
034	Pero despues de tres dias del di suyo muerte, ay resucita le.
035	Despues si Santiago y si Juan, el maga anak di Zebedeo, ya atraca con Jesus y ya habla, Maestro, quiere came que dale uste canamon el cosa came ay pidi con uste.
036	Ya pregunta si Jesus canila, Cosa man ustedes quiere que hace yo para con ustedes?
037	Y ya habla sila con ele, Seor, permiti lang uste canamon senta uno na di uste lao derecha y uno na di uste lao isquierda alla donde uste ay reina.
038	Pero ya contesta si Jesus canila, Ustedes no sabe gane si cosa ustedes ta pidi.
038	Puede ba ustedes toma el laman del copa de sufrimiento que ay toma yo?
038	Y puede ba ustedes aguanta el bautismo, quiere decir el sufrimiento de agonia, que ay sufri yo?
039	Ya contesta sila, Puede, Seor.
040	Despues ya habla si Jesus, Deveras ay puede ustedes toma gayot el laman del copa de sufrimiento igual conmigo, y ay aguanta tamen el bautismo de agonia igual con el di mio sufrimiento.
041	Pero nuay yo el derecho para manda senta con ustedes na di mio lao derecha y isquierda, cay ese lugar ya prepara ya el di mio Padre para con quien ele ay manda senta.
042	Cuando ya oi el otro dies dicipulo el cosa sila ta pidi, ya queda sila rabiao con Santiago y con Juan.
043	Entonces si Jesus ya manda canila atraca con ele, y ya habla, Sabe ustedes que bien estricto gayot aquellos quien ta goberna, y el maga gente na alto puesto ta dale mira el di ila poder con el maga gente bajo mando canila.
044	Pero ustedes no hace ansina, sino si quien di ustedes quiere queda importante, necesita le sirvi con otros.
045	Y si quien di ustedes quiere queda el mas importante, necesita le queda como un esclavo de todo para sirvi con otros.
046	Cay el Hijo del Hombre ya vene aqui para sirvi con otros y hende para otros ay sirvi con ele.
046	Y ya vene tamen le dale su vida para rescata el vida del mucho maga gente.
047	Ya llega ya si Jesus y su maga dicipulo na Jerico.
047	Y mientras ta sale ya sila na pueblo junto con el manada de gente, ya mira sila un gente bulak, el nombre si Bartimeo, el anak di Timeo, y sentao le na canto del camino.
048	Cuando ya oi le que talla ya si Jesus de Nazaret, ya grita le, Jesus, Hijo di David, tene lastima conmigo!
049	Mucho del maga gente ya hace saway con Bartimeo, y ya habla sila, Calla la boca!
049	Pero mas peor pa ya grita le, Jesus, Hijo di David, tene lastima conmigo!
050	Entonces ya para si Jesus y ya habla, Llama con el gente bulak.
051	Y ya llama sila con ele, y ya habla, Tene animo y levanta ya, cay ta llama le contigo!
052	Despues ya hace le cae el di suyo calumbut, y ya levanta le dayun para anda con Jesus.
053	Y si Jesus ya habla con ele, Cosa man tu quiere que hace yo para contigo?
054	Ya contesta le, Maestro, manda dao conmigo mira otra vez.
055	Y ya habla si Jesus con ele, Aver, camina dao.
055	Na, bueno ya tu por causa del di tuyo fe conmigo.
056	Despues enseguidas ya puede le mira, y ya sigui le dayun con Jesus camina.
