verse	content
028	Todo el maga gente ya queda estraao y ya habla sila con uno y otro, Cosa man quiere decir ese maga palabra?
028	Un nuevo enseanza ba este?
028	Este gente tiene autoridad, cay ta dale lang ele orden con el maga demonio y ta obedece dayun con ele!
029	Ese noticia acerca del trabajo di Jesus ya man calayat, y ya queda gayot dayun mentao entero lugar de Galilea.
030	Despues ya sale le dayun na iglesia junto con Santiago y con Juan, y ya anda sila na casa di Simon y di Andres.
031	Ahora, el suegra di Simon talla acustao, cay enfermo le y tiene calentura, y ya habla sila dayun con Jesus acerca de este.
032	Despues ya anda le na cama del enfermo, y ya agarra le el mano del mujer, y ya hace levanta con ele.
032	Enseguidas ya sale el calentura na di suyo cuerpo, y ya puede le dayun atende canila.
033	Aquel mismo dia, cuando ta sumi ya el sol, el maga gente de ese lugar ya lleva con Jesus todo el di ila maga enfermo pati el maga gente con quien ta controla el maga demonio.
034	Un manada de gente de aquel pueblo ya man tumpuk alla cerca na puerta del casa di Simon.
035	Y si Jesus ya cura mucho del enfermo quien tiene mucho clase de enfermedad, y ya icha le afuera con el maga demonio na cuerpo del maga gente, y si Jesus nuay permiti con el maga demonio para habla, cay sabe gayot sila si quien ele.
036	Ala maana antes de madrogada ya levanta si Jesus, y ya anda le reza na lugar donde nuay gente.
037	Pero si Simon y su maga uban ya anda busca con ele,
038	y cuando ya encontra sila con Jesus, ya habla sila, Seor, todo el maga gente ta busca gayot con uste.
039	Ya habla le, Anda ya kita na otro maga barrio para alla tamen yo ay puede predica el mensaje de Dios, cay ese el rason porque ya vene yo aqui na mundo.
040	Entonces ya anda le visita na entero lugar de Galilea, y ta habla le el Buen Noticia acerca de Dios na maga iglesia del maga Judio, y ta icha le afuera con el maga demonio na cuerpo del maga gente.
041	Un dia ya atraca un leproso con Jesus, y ya hinca na su presencia y ya suplica con ele, Seor, sabe yo si quiere uste cura conmigo, ay puede gayot uste.
042	Ya tene gayot lastima si Jesus con el leproso, y ya agarra le con ese y ya habla, Quiere gayot yo cura contigo.
042	Na, bueno ya tu!
043	Enseguidas ya queda bueno el leproso, y limpio ya el di suyo cuerpo.
044	Despues si Jesus ya manda ya anda sale con aquel gente,
045	pero antes de salir ele, ya adverti si Jesus con ele, No gayot habla ni con ningunos si paquemodo tu ya queda bueno, sino anda derecho con el padre Judio y manda con ele examina contigo.
045	Despues ofrece tu el ofrenda que si Moises ta manda hace para dale mira con el maga gente que ya queda ya tu bueno na enfermedad de lepra.
046	Pero apenas de salir ele ya principia le habla con todo el maga gente acerca del cosa ya sucede.
046	Y el noticia de ese ya man calayat entero lugar.
046	Poreso si Jesus nuay mas puede dale mira su presencia na maga pueblo, sino alla ya lang ele na maga lugar donde nuay mucho gente.
046	Pero mucho pa siempre del maga gente ya hace apas con ele de donde donde lugar.
