verse	content
025	Ta habla gayot yo claro, hende na yo ay toma vino de uvas hasta ay llega el dia ay toma yo el otro clase de vino na Reino de Dios.
026	Cuando ya acaba le conversa, ya canta sila maga cancion de alabanza con Dios, y despues ya anda sila para na Monte de Olivo.
027	Y alla ta continua si Jesus man cuento canila, Este noche todo ustedes ay abandona conmigo por causa del cosa ay sucede conmigo, como ta habla Dios na Sagrada Escritura, Ay mata yo con el pastor, y todo el maga carnero ay man calayat.
028	Pero al resucitar yo ay man una yo anda con ustedes na Galilea.
029	Despues si Pedro ya habla con Jesus, Masquin todo pa sila ay abandona con uste, pero yo hende gayot!
030	Ya habla si Jesus con ele, Pedro, ta habla gayot yo que este mismo noche, antes de cantar el gallo dos veces, ay nega gayot tu tres veces que tu no conoce conmigo.
031	Ya contesta gayot ele con animo, Hende!
031	Masquin ay muri yo junto con uste, hende gayot yo ay nega que no conoce yo con uste!
032	Y todo el los demas dicipulo ya habla el mismo.
033	Despues ya anda sila na lugar ta llama Getsemani, y si Jesus ya habla con el di suyo maga dicipulo, Senta anay aqui, mientras ta reza yo.
034	Despues ya lleva le junto con ele un poco banda con Pedro, Santiago, y con Juan, y ya principia le tene grande lingasa y ya queda dolorido.
035	Y ya habla le canila, Dol quiere gayot mi corazon rebenta de tristeza, y maca murir gayot.
035	Na, ustedes aqui ya lang anay y visia enbuenamente.
036	Despues ya anda le poco mas lejos, y ya postra na tierra y ya reza que si posible no mas llega con ele el tiempo de sufrimiento.
037	Y ya habla le, Padre mio, si para con uste, todo el cosas posible gayot.
037	Favor quita este copa de sufrimiento conmigo, pero hende yo ay evita el sufrimiento si ese el di uste querer que debe yo sufri.
038	Cuando ya acaba le reza, ya bira le con el tres dicipulo, y ya mira le que bien durmido sila.
038	Y ya habla le con Pedro, Simon, durmido ba tu?
038	No puede ba tu esta dispierto masquin por un hora lang?
039	Esta siempre dispierto y reza, para hende ay gana el tentacion con ustedes.
039	Sabe gayot yo que quiere ustedes hace cosas bueno, pero di ustedes maga cuerpo maluya gayot.
040	Despues ya deja le canila otra vez, y ya reza le el mismo rezo.
041	Y otra vez ya bira le con el tres, y ya mira le canila bien durmido pa siempre, cay bien con sueo gayot sila, y cuando ya conversa le canila no sabe sila si cosa contesta con ele.
042	Despues ya reza le ole, y cuando ya bira le canila por tercera vez, ya habla le canila, Ta durmi pa ba ustedes, y ta descansa pa?
042	Husto ya, ya llega ya el hora para ay entrega ya con el Hijo del Hombre na mano del maga gente malo.
043	Na, levanta!
043	Anda ya kita.
043	Mira!
043	Taqui ya el quien ya traiciona conmigo!
044	Mientras ta man cuento pa le, ya llega dayun si Judas, uno del doce dicipulo, pati mucho maga gente armao con espada y batuta.
044	Ya sale sila con el maga jefe del maga padre Judio, y con el maga maestro Judio y con el maga oficial del iglesia del maga Judio.
045	Antes de andar sila para arresta con Jesus, si Judas el traidor ya dale canila este seal, y ya habla le, Con quien yo ay besa, amo ya ese el gente que quiere ustedes.
045	Arresta con ele y visia con ele enbuenamente.
046	Despues ya atraca si Judas dayun con Jesus, y ya habla le, Maestro!
046	Y ya besa le dayun con ele.
047	Despues el maga gente armao ya arresta con Jesus y ya agarra gayot con ele enbuenamente.
048	Pero uno de aquellos parao alla, ya arranca su espada y ya tajia con el ayudante del Padre Superior Judio, y ya tupa na di suyo orejas hasta ya corta gayot.
049	Y ya habla si Jesus canila, Cosa man yo, un ladron?
049	que necesita ba ustedes usa maga espada y maga batuta para arresta conmigo?
050	Todo el dia ya lang gane yo junto con ustedes na templo ta ensea con el maga gente, y nuay man ustedes arresta conmigo.
050	Pero dejalo, necesita cumpli el cosa ta habla na Sagrada Escritura.
051	Despues el maga dicipulo ya abandona con Jesus, y ya corre sila todo.
052	Tiene alla un joven quien ta sigui con Jesus, y ta visti lang le tampi, y hasta con ele ta precura pa arresta,
053	pero ya deja le su tampi na mano de aquellos, y ya corre le desnudo.
054	Despues ya lleva sila con Jesus na casa del Padre Superior de todo el maga padre Judio, y alla ajuntao el maga jefe del maga padre y el maga oficial del iglesia pati el maga maestro Judio.
055	Y si Pedro ta sigui con Jesus un poco distancia, hasta na patio del casa di Caifas, el Padre Superior.
055	Despues ya senta si Pedro junto con el maga guardia cerca na fuego para calenta su cuerpo.
056	Ahora el maga jefe del maga padre y el entero Consejo del maga Judio ya precura gayot busca evidencia para sentencia con Jesus para muri, pero nuay sila encontra nada.
057	Tiene mucho testigo falso, pero el di ila maga declaracion nuay man tupajan.
058	Tiene tamen ya levanta y ta man testigo contra con ele.
059	Ansina ya habla sila, Ya oi came con este gente ta habla que ay destrosa dao ele este templo que el maga gente lang ya hace, despues dao de tres dias ay manda le planta otro templo, que hende hecho de gente.
060	Pero masquin cosa acusacion ya hace sila, nuay siempre man tupajan con unoy otro.
061	Despues si Caifas, el Padre Superior, ya para entremedio di ila, y ya pregunta con Jesus, Puede ba uste contesta ese acusacion ta lleva sila contra con uste?
061	De cosa ba sila ta acusa con uste?
062	Pero callao lang si Jesus y nuay contesta nada.
062	Otra vez el Padre Superior ya pregunta con ele, Uste ba el Cristo, el Hijo de Dios con quien el maga gente ta honra y adora?
063	Ya contesta si Jesus, Si, amo man.
063	Y ay mira ustedes el Hijo del Hombre sentao na lao derecha del Dios poderoso, y ay mira tamen ustedes con ele si ay vene le otra vez na maga celaje del cielo.
064	Despues si Caifas ya rompe el di suyo camisa largo, cay bien rabiao le con Jesus, y ya habla le, Hende na kita necesita pa maga otro testigo!
065	Ya oi ustedes el di suyo maga palabra sin respeto con Dios.
065	Ahora cosa man ustedes ta decidi?
066	Todo sila ya condena con Jesus para muri.
067	Tiene di ila ya principia escupi con Jesus, y ya tapa sila su ojos con trapo, y despues ya palmadia con ele y ya habla pa sila, Adivina tu si quien contigo ya palmadia!
067	Y el maga guardia tamen ya palmadia con ele.
068	Mientras talla si Pedro na patio ya llega uno del maga ayudante mujer del Padre Superior,
069	y cuando ya mira le con Pedro talla ta calenta su cuerpo cerca na fuego, ya pija gayot ele con Pedro, y despues ya habla con ele, Uste tamen estaba junto con Jesus, aquel gente de Nazaret.
070	Pero si Pedro ya nega gayot, Hende yo ta entende si cosa tu ta habla, y ya sale le dayun y ya anda na entrada del patio.
071	Ya mira ole el ayudante con Pedro, y ya habla le con el maga miron alla, Este gente uno gayot de aquellos.
072	Pero si Pedro ya nega otra vez.
073	Despues nuay tarda el maga miron ya acusa tamen ole con ele, y ya habla, Sabe came que uste uno gayot di ila cay uste de Galilea.
074	Pero ya principia si Pedro maldici con ele mismo, y ya jura gayot, Ojala que Dios ay castiga conmigo si ta habla yo embusterias!
074	No conoce gayot yo con ese gente ta habla ustedes!
075	Enseguidas ya canta el gallo acados veces ya, y despues pa si Pedro ya acorda el cosa si Jesus ya habla con ele, Antes de cantar el gallo dos veces, ay habla tu tres veces que no conoce tu conmigo.
075	Y ya remorde gayot el di suyo conciencia, y ya llora que llora si Pedro.
