verse	content
044	El gente quien quiere tenta para peca con uno de estos maga menos quien ta tene fe conmigo, antes de hacer ele aquel cosa, mas bueno pa si tiene quien ay amarra un grande molino de piedra na su pescueso y ay buta con ele na mar.
045	Si por ejemplo uno del di ustedes maga mano ta causa con ustedes comete pecado, corta con ese mano, cay mas bueno pa si manco ustedes y tiene vida eterna, en vez de dos mano y ay anda lang man na infierno, alla donde el fuego hende nunca ay puede apaga,
046	donde el maga gusano ta come siempre el maga cuerpo del gente, y donde el fuego hende mas ay puede apaga.
047	Y si el di ustedes pies ta causa con ustedes peca, corta gayot con ese, cay mas bueno pa si pi-ang ustedes y tiene vida eterna, en vez de tener dos pies y ay guinda lang man na infierno,
048	donde el maga gusano ta come siempre el maga cuerpo del gente y donde el fuego hende mas ay puede apaga.
049	Si por ejemplo el di ustedes ojos ta causa con ustedes comete pecado, quita con ese, cay mas bueno pa si tiene ustedes un ojos lang y ay tene pa ustedes vida eterna, en vez de dos ojos y guinda lang man na infierno,
050	donde el maga gusano ta come siempre el maga cuerpo del gente y donde el fuego hende mas ay puede apaga.
051	Todo el maga gente ay queda como si fuera templao por medio de fuego como ta hace dirriti el oro na fuego para queda ese limpio.
052	El sal bueno, pero si pasao ya el sabor de ese, no puede mas devolve el sabor de ese.
053	Ansina tamen debe tene el buen union entre ustedes como el sal ta dale buen sabor na comida.
