id	source_text	target_text
EXO_001_0028	020<TAB>Metula ya ing Dios karing ilut at lalu lang merakal ampon mesikan ding Israelita.	019<TAB>Ngan nagpadayon hin pagdamo ngan pagmakusog an mga Israelita.
EXO_001_0029	021<TAB>Uling atin lang takut ding ilut king Dios, binendisyunan na la ning Dios at dininan sarasariling pamilya.	020<TAB>Ha kataposan nagsugo an hadi han ngatanan niya nga mga tawo, Kuhaa niyo an tagsa nga bag-o nga natatawo nga lalake nga Hebreo ngan ilabog hiya ngadto han Salog Nilo, kundi tugoti nga mabuhi an ngatanan nga kabataan nga kababayen-an.
EXO_001_0030	022<TAB>Kanita minie yang utus ing ari karing sasakupan na.	<MISSING_TRANSLATION>
EXO_001_0031	022<TAB>Ngana karela, Iyugse ya king Ilug ning Nilo ing balang anak a lalaking mibait karing Hebreo, oneng paburen yu lang mie ding anak a babai.	<MISSING_TRANSLATION>
EXO_002_0001	verse<TAB>content	verse<TAB>content
EXO_002_0002	001<TAB>Ating metung a lalaking mibait king tribu nang Levi a mekapakiasawa king metung a babaing mibait munaman king tribung ita.	001<TAB>Dida hini nga panahon may-ada usa ka tawo nga sakop han tribo ni Levi, nga nangasawa hin babaye nga sakop han iya kalugaringon nga tribo
EXO_002_0003	002<TAB>Mikayanak lang metung a lalaki.	002<TAB>ngan nag-anak hira hin lalake.
EXO_002_0004	002<TAB>Masanting ya ing anak, inya selikut ne ning ima kilub ding atlung bulan.	002<TAB>Han paghikit-i han iroy nga mahusay hiya nga bata, iya gintago an bata sulod hin tulo ka bulan.
EXO_002_0005	003<TAB>Inyang e na ne agyung isalikut, kinangwa yang maragul a takba a megawa king tangke ning timbu, at penapalan neng alketran ban e ne aluban ning danum.	003<TAB>Kundi han makuri na niya matago an bata, kinmuha hiya hin basket nga hinimo hin mga tangbo, ngan ginbuli ini hin alkitran basi diri sudlon hin tubig.
EXO_002_0006	003<TAB>Lilan ne keting takba iting anak, at kaybat binili ne ing takba libutad ding timbu king pampang ning ilug.	003<TAB>Iginsulod niya an bata, ngan iya iginbutang ini didto han higtaas nga mga tangbo ha ligid han salog.
EXO_002_0007	004<TAB>Makabante ya ing atsi na ning anak king makarayung bagya ban lawan na nung nanu ing mapalyari king wali na.	004<TAB>Didto ha uruunhan nagtukdaw an bugto nga babaye han bata hin pag-inaw kon ano an mahinanabo han bata.
EXO_002_0008	005<TAB>Dinulung ya king ilug ing prinsesang anak ning ari ban mandilu kabang ding babaing mamantabe king prinsesa lakad-lakad la king pampang ning ilug.	005<TAB>Linmugsong ha salog an anak nga babaye han hadi hin pagkarigo, samtang naglalakat an iya mga surugoon nga kadaragan-an ha pangpang han salog.
EXO_002_0009	005<TAB>Ikit ne ning prinsesa ing takba a makalibutad karing timbu.	005<TAB>Ha gilayon iya hinkit-an an basket didto han higtaas nga mga tangbo, ngan ginsugo niya in usa nga oripon nga babaye hin pagkuha han basket.
EXO_002_0010	005<TAB>Pepakua ne king metung karing babaing mamantabe.	006<TAB>Ginbuksan han prinsesa an basket ngan hinkit-an niya in usa nga bata nga lalake.
EXO_002_0011	006<TAB>Inyang biklat ne ning prinsesa ing takba ikit ne ing anak a lalaking kikiak.	006<TAB>Nagtitinangis ini ngan nalooy hiya ngan nagsiring, Usa gud ini han kabataan nga Hebreo.
EXO_002_0012	006<TAB>Melunus ya ing prinsesa king anak at ngana, Metung ya iti karing anak da ring Hebreo.	007<TAB>Niyan ginpakianhan an prinsesa han babayehay nga bugto han bata, Makadto ba ako hin pagtawag hin usa nga babaye nga Hebreo nga magpapasuso han bata para ha imo?
EXO_002_0013	007<TAB>Kanita linapit ya ing atsi na ning anak king prinsesa at nganang kinutang, Bisa kayu pung panintun kung babaing Hebreo a maningat king anak para kekayo?	008<TAB>Alayon, hin pagkadto, binmaton hiya.
EXO_002_0014	008<TAB>Wa, panintun mu ku, nganang mekibat ning prinsesa.	008<TAB>Sanglit linmakat an babayehay ngan gindara niya an kalugaringon nga iroy han bata.
EXO_002_0015	008<TAB>Meko ya ing atsi na ning anak at ing inaus na ya mismu ing ima ning anak.	009<TAB>Ginsiring han prinsesa an babaye, Dad-a ini nga bata ngan pasusoha ini para ha akon, ngan susuholan ko ikaw.
EXO_002_0016	009<TAB>Nganang sinabi ning prinsesa king babai, Kuanan me ing anak a ini at sesen me para kanaku at bayaran da ka.	009<TAB>Sanglit gindara han babaye an bata ngan ginpasuso ini niya.
EXO_002_0017	009<TAB>Inya kinua ne ing anak at sinese ne.	010<TAB>Han dakolaay na an bata, iya gindara an bata ngadto han babaye nga anak han hadi, nga naghablos hini nga bata sugad nga iya kalugaringon nga anak.
EXO_002_0018	010<TAB>Inyang meragul ne ing anak, dela ne king prinsesa at tinuring ne iting sarili nang anak.	010<TAB>Nagsiring hiya ha iya ngahaw, Ginkuha ko hiya tikang han tubig, sanglit pagngangaranan ko hiya nga Moises.
EXO_002_0019	010<TAB>Pemalagyuan neng Moises uling agpang king prinsesa ya ing misaka king anak inyang atyu ya king danum.	011<TAB>Han dako na hi Moises, ginmawas hiya hin pagduaw han iya mga tawo nga mga Hebreo, ngan hinkit-an niya kon gin-unan-o hin pagpirita ha ira hin pagbuhat hin magbug-at nga buruhaton.
EXO_002_0020	011<TAB>Inyang meragul ne i Moises linual ya ban dalawan na la ding kabalen na, at ikit na nung makananu lang mengapuersa ding Israelita king obrang mangabayat.	011<TAB>Hinkit-an pa ngani niya in usa nga Ehiptohanon nga nagpapatay hin usa nga Hebreo, nga usa han iya kalugaringon nga mga tawo.
EXO_002_0021	011<TAB>Ikit nia naman nung makananu neng pete ning tau Ehipto ing metung a Hebreo.	012<TAB>Tinman-aw anay hi Moises, ngan han pakakita niya nga waray man nagkikita, ginpatay niya an Ehiptohanon ngan ginlubong niya an lawas dida han baras.
EXO_002_0022	012<TAB>Miglalawe ya i Moises king makapadurut at inyang ikit nang alang aliwang manakit, pete ne ing tau Ehipto at kitkut ne ing bangke king balas.	013<TAB>Han pagkabuwas binmalik hiya ngan hinkit-an niya nga nag-aaway in duha nga mga Hebreo.
EXO_002_0023	013<TAB>Kabukasan migbalik ya i Moises at ikit na lang mipapate ding aduang Hebreo.	013<TAB>Ginsiring niya an nakasayop, Kay ano nga gintutubal mo in usa nga imo igkasi-Hebreo?
EXO_002_0024	013<TAB>Nganang Moises king maki kasalanan, Obat bubuatanan meng gamat ing kalupa mung Hebreo?	014<TAB>Binmaton an tawo, Hin-o an naghimo ha imo nga amon punoan ngan maghurukom?
EXO_002_0025	014<TAB>Mekibat ya ing taung kitnan na, Ninu ing minie upaya keka ban maging pamuntuk ka at ukum kekami?	014<TAB>Papatayon mo ba liwat ako sugad han pagpatay mo han Ehiptohanon?
EXO_002_0026	014<TAB>Buri mu ku munaman galang paten antimo nung makananu meng pete itang tau Ehipto?	014<TAB>Nahadlok hi Moises ngan nakapanhunahuna, Nahibaroan ngay-an han mga tawo an akon ginbuhat.
EXO_002_0027	014<TAB>Mitakutan ya i Moises at ngana king lub na, Abalu da na pala deng tau ing depat ku.	015<TAB>Han pakabati han hadi hiunong han nahinabo, nagtinguha hiya hin pagpatay kan Moises, kundi pinmalagiw hi Moises ngan kinmadto hiya hin pag-ukoy didto ha tuna han Madian.
EXO_002_0028	015<TAB>Inyang abalitan na ning ari iting mepalyari buri neng ipapate i Moises.	016<TAB>Usa ka adlaw han nalingkod hi Moises ha ligid hin usa nga atabay, nagkaabot in pito nga mga anak nga kababayen-an ni Jetro nga padi han Madian, hin pag-alog ngan pagpuno han mga irimnan han kahayopan para han mga karnero ngan mga kanding han ira amay.
EXO_002_0029	015<TAB>Oneng mekatakas ya at miras king Midian at karin ya menuknangan.	017<TAB>Kundi pinaiwas hin mga magmarangno hin mga karnero an kababayen-an nga mga anak ni Jetro.
EXO_002_0030	016<TAB>Atin yang pitung anak a babai i Jetro, ing pari ning Midian.	017<TAB>Niyan ginbuligan hira ni Moises ngan iya ginpainom an ira kahayopan.
EXO_002_0031	016<TAB>Misan a aldo, makalukluk ya i Moises king lele ning talaga; dinatang la deting mikakapatad ban saklung danum para karing tupa at kambing nang tata ra.	018<TAB>Han pagbalik nira ngadto han ira amay, nagpakiana hiya, Kay ano nga timprano pa man kamo manguli yana nga adlaw?
EXO_002_0032	017<TAB>Ating dinatang a pastul at penabi da la reting babai.	019<TAB>Binmaton hira, Ginbuligan kami hin usa nga Ehiptohanon, sanglit nahiuna kami han mga magmarangno hin mga karnero, ngan iginsarok pa ngani kami niya hin tubig ngan ginpainom niya an amon mga hayop.
EXO_002_0033	017<TAB>Tinalakad ya i Moises ban saupan ding babai.	020<TAB>Hain man hiya?
EXO_002_0034	017<TAB>Kaybat na nita, pepainum na lang Moises ding sese rang animal.	020<TAB>ginpakianhan niya an iya mga anak.
EXO_002_0035	018<TAB>Inyang minuli na la, kitang nang Jetro a tata ra, Obat maranun kayung minuli ngeni?	020<TAB>Kay ano nga ginbayaan la niyo an tawo didto ha gawas?
EXO_002_0036	019<TAB>Ngarang mekibat, Pemingua na kami ning metung a tau Ehipto karing lalaking magpastul, at saka na ke pa piniaklung danum, at ya ing minie inuman karing animal a dela mi karin.	020<TAB>Kadtoa ngan dapita hiya pagkaon upod ha aton.
EXO_002_0037	020<TAB>Antayu ing taung yan?	021<TAB>Sanglit didto hi Moises pag-ukoy, ngan iginpaasawa ha iya ni Jetro hi Sefora nga iya anak.
EXO_002_0038	020<TAB>nganang tata ra.	022<TAB>Nag-anak hira hin lalake.
EXO_002_0039	020<TAB>Obat likuan yu nia mu kabud karin?	022<TAB>Nagsiring hi Moises ha iya la ngahaw, Usa ako nga lumalangyaw dinhe hini nga tuna, sanglit pagngangaranan ko hiya nga Gerson.
EXO_002_0040	020<TAB>Puntalan ye at agkatan makipangan kekatamu.	023<TAB>Han paglabay hin pira ka tuig namatay an hadi han Ehipto, kundi waray hunong an araba han mga Israelita hiunong han ira pagkaoripon ngan nagtawag hira hin pakibulig.
EXO_002_0041	021<TAB>Mebisa ya i Moises ing karin ne manuknangan at binie neng Jetro kang Moises ing anak nang i Zipora ban maging asawa na.	023<TAB>Inmabot an ira mga pangaraba ngadto han Dyos
EXO_002_0042	022<TAB>Mikayanak lang metung a lalaki.	024<TAB>nga nakabati han ira mga pag-araba, ngan nahinumdom hiya han iya ginsaaran kanda Abraham, Isaac ug Jacob.
EXO_002_0043	022<TAB>At nganang Moises king lub na, Metung ku mung dayuan a miras keti.	025<TAB>Hinkit-an niya an pagkaoripon han mga Israelita, ngan nalooy hiya ha ira.
EXO_002_0044	022<TAB>Inya pemalagyuan neng Gersom ing anak na.	<MISSING_TRANSLATION>
EXO_002_0045	023<TAB>Mapilan pang banua kaybat na nita, mete ya ing ari ning Ehipto at ipus la pa mu rin ding Israelita.	<MISSING_TRANSLATION>
EXO_002_0046	023<TAB>E la patugut sasaingsing at maniawad saup uli na ning kasakitan a daralanan da.	<MISSING_TRANSLATION>
EXO_002_0047	023<TAB>Miras king Dios ing saingsing da.	<MISSING_TRANSLATION>
EXO_002_0048	024<TAB>Dimdam na ing saingsing da at aganaka na ning Dios itang kasunduan na kari Abraham, Isaac, at Jacob.	<MISSING_TRANSLATION>
EXO_002_0049	025<TAB>Ikit ning Dios ing kabilian da ring Israelita, at melunus ya karela.	<MISSING_TRANSLATION>
EXO_003_0001	verse<TAB>content	verse<TAB>content
EXO_003_0002	001<TAB>Misan a aldo, kabang papastulan na lang Moises ding tupa at kambing ning katuangan nang i Jetro, ing pari ning Midian, dela na la ding papastulan na lipat na ning disyerto at miras ya king Horeb, ing bunduk ning Dios.	001<TAB>Usa ka adlaw, han nagmamangno hi Moises han mga karnero ngan mga kanding ni Jetro nga iya ugangan nga lalake, nga padi han Madian, igintabok niya ha kamingawan an panon, ngan inmabot hiya didto ha Sinai, an baraan nga bukid.
EXO_003_0003	002<TAB>At karin pepakit ya kang Moises ing anghel ning Ginu antimong milalablab a api a manibatan libutad ning metung a tanaman a mababa.	002<TAB>Didto pinmakita ha iya an anghel han Ginoo sugad hin usa nga laga nga nagawas tikang ha butnga hin tanom.
EXO_003_0004	002<TAB>Apansin nang Moises king mitatau ya ing tanaman, oneng e ne man masisilab.	002<TAB>Hinkit-an ni Moises nga naglalaga an tanom, kundi waray ini kauugtang.
EXO_003_0005	003<TAB>Makapagmulala iti, ngana king lub na.	003<TAB>Urosahon ini, naghunahuna hiya.
EXO_003_0006	003<TAB>Obat e ya masisilab ing tanaman kabang mitatau ne man?	003<TAB>Kay ano nga diri nauugtang an tanom?
EXO_003_0007	003<TAB>Lumapit ku pa mo at lawan ku.	003<TAB>Maduok daw ako ngan kikitaon ko.
EXO_003_0008	004<TAB>Inyang ikit na ning Ginu king lalapit ya i Moises, inaus ne ibat king milalablab a tanaman.	004<TAB>Han paghikit-i han Ginoo nga naduok hi Moises, nagtawag hiya ha butnga han tanom ngan nagsiring, Moises, Moises!
EXO_003_0009	004<TAB>Ngana, Moises, Moises!	005<TAB>Binmaton hiya, Aadi ako.
EXO_003_0010	005<TAB>Nanu pu?	006<TAB>Nagsiring an Dyos, Ayaw na pagduruduok pa ngadi.
EXO_003_0011	005<TAB>nganang mekibat Moises.	006<TAB>Hukasa an imo sandalyas kay natukdaw ka dida hin baraan nga tuna.
EXO_003_0012	006<TAB>Kanita ngana ning Dios, E ka lalapit.	007<TAB>Ako amo an Dyos han imo kaapoy-apoyan, an Dyos nira Abraham, Isaac ug Jacob.
EXO_003_0013	006<TAB>Ilukas mu la ding sandalyas mu uling sagradu ing gabun a tutukluan mu.	007<TAB>Sanglit gintahoban ni Moises an iya bayhon kay nahadlok hiya hin pagtan-aw han Dyos.
EXO_003_0014	007<TAB>Aku ing Dios ding makatua mu, ing Dios nang Abraham, Isaac, at Jacob.	008<TAB>Niyan nagsiring an Ginoo , Hinkit-an ko an maraogdaog nga pagdumara han akon mga tawo didto ha Ehipto; hinbatian ko an ira pangaraba nga talwason ko hira tikang han mga mag-isog nga mga kapatas nira.
EXO_003_0015	007<TAB>Tikpan neng Moises ing lupa na uling tatakut neng lawan ing Dios.	008<TAB>Sayod ako han ngatanan ira mga pag-antos,
EXO_003_0016	008<TAB>Kanita ngana ning Ginu , Ikit ku nung makananu lang mipasakitan ding memalen kung Israelita karin Ehipto; dimdam ku ing saingsing da king gamat da ring babie kasakitan karela at balu ku ing kasakitan a daralanan da.	009<TAB>sanglit linmusad ako hin pagtalwas ha ira tikang han mga Ehiptohanon, ngan pagdara ha ira tikang ha Ehipto ngadto hin usa nga malangbo ngan hiluag nga tuna, hin usa nga hura ngan matambok nga tuna nga inuokyan na yana han mga Canaanhon, han mga Hiteohanon, han mga Amoreohanon, han mga Periseohanon han mga Hibeohanon, ngan han mga Jebuseohanon.
EXO_003_0017	009<TAB>Inya tinipa ku ban iligtas ku la king gamat da ring tau Ehipto at idala ku lang lual Ehipto king gabun a malualas at mataba nung nukarin labis-labis ing kabiayan.	010<TAB>Hinbatian ko gud an pangaraba han akon mga tawo, ngan hinkit-an ko an pagraogdaoga ha ira han mga Ehiptohanon.
EXO_003_0018	009<TAB>Iti ya ing gabun da ring Cananeo, Hiteo, Amoreo, Perezeo, Heveo, at Jebuseo.	011<TAB>Yana sinusugo ko ikaw ngadto han hadi han Ehipto basi makagmando ka han akon mga tawo hin paggawas tikang han iya nasod.
EXO_003_0019	010<TAB>Dimdam ku ing saingsing da ring memalen ku at ikit ku nung makananu da lang alipitan ding tau Ehipto.	012<TAB>Kundi nagsiring han Dyos hi Moises, Diri man ako kinikilala.
EXO_003_0020	011<TAB>Me keni; tuburan da ka king ari ning Ehipto ban kanita ilual me king Ehipto ing balen kung Israel.	012<TAB>Uunanhon ko hin pagkadto han hadi ngan pagpagawas han mga Israelita tikang ha Ehipto?
EXO_003_0021	012<TAB>Nganang mekibat Moises, Ninu mo pu aku a makiarap king ari ning Ehipto at ilual king Ehipto ing balen Israel?	013<TAB>Binmaton an Dyos, Maupod ako ha imo, ngan kon pagpagawson mo na an mga tawo tikang ha Ehipto, magsisingba kamo ha akon dinhe hini nga bukid.
EXO_003_0022	013<TAB>Ngana ning Dios, Patnubayan da ka at oyni ing tanda king aku ing mitubud keka.	013<TAB>Amo ito an magpapamatuod nga ako an nagsugo ha imo.
EXO_003_0023	013<TAB>Potang ikua mu na lang alual Ehipto ding Israelita, samban yu ku keting bunduk.	014<TAB>Kundi binmaton hi Moises, Kon kumadto ako han mga Israelita ngan sumiring ako ha ira, Ginsugo ako han Dyos han iyo kaapoy-apoyan nganhi ha iyo, mapakiana hira ha akon, Ano an iya ngaran?
EXO_003_0024	014<TAB>Nganang Moises, Pota pung miras na ku karing Israelita at sabian ku karela king ikayu, ing Dios ding makatua da, ya ing mitubud kanaku at nung sakaling ikutang da kanaku, Nanu ing lagyu na?	014<TAB>ano man an akon igsusumat ha ira?
EXO_003_0025	014<TAB>nanu mo pu ing ipakibat ku karela?	015<TAB>Nagsiring an Dyos, Ako amo hi ako.
EXO_003_0026	015<TAB>Ngana ning Dios kang Moises, Aku ing Aku.	015<TAB>Kinahanglan sidngon mo hira: An Amo Ako amo an nagsugo ha akon nganhi ha iyo.
EXO_003_0027	015<TAB>At ngana pa ning Dios, Sabian mu karela ini: Ing ausan dang i Aku tinubud na ku kekayu.	016<TAB>Sumati an mga Israelita nga ako amo an Ginoo nga Dyos han iyo kaapoy-apoyan, nga Dyos nira Abraham, Isaac, ug Jacob nga nagsugo ha imo ngadto ha ira.
EXO_003_0028	016<TAB>Sabian mu karing memalen ning Israel king aku, ing Ginu, ing Dios ding makatua da, ing Dios nang Abraham, Isaac, at Jacob ya ing mitubud keka karela.	016<TAB>Amo ini an akon ngaran ha kadayonan; amo ini an igtatawag ha akon han ngatanan nga tiarabot nga mga katulinan.
EXO_003_0029	016<TAB>Iti ing lagyu ku king kapilan pa man; iti ya ing yaus dang lagyu kanaku ding sablang lahi king kapilan pa man.	017<TAB>Kadto ngan tiroka an mga pangulo han Israel, ngan sumati hira nga pinmakita ha imo ako nga Ginoo nga Dyos han ira kaapoy-apoyan, nga Dyos nira Abraham, Isaac, ug Jacob.
EXO_003_0030	017<TAB>Puntalan mu na la at tipunan ding manimuna ning Israel at sabian mu karela king aku, ing Ginu , ing Dios ding makatua da, ing Dios nang Abraham, Isaac, at Jacob, pepakit ku keka.	017<TAB>Sumati hira nga kinmadto ako ha ira ngan hinkit-an ko an binubuhat ha ira han mga Ehiptohanon.
EXO_003_0031	017<TAB>At sabian mu karela king ikit ku ing pamipasakit a daraptan da karela ding tau Ehipto.	018<TAB>Nagbuot na ako nga pagagawson ko hira tikang ha Ehipto, diin ginraraogdaog hira, ngan pagdadad-on ko hira ngadto hin usa nga hura ngan matambok nga tunaan tuna han mga Canaanhon, han mga Hiteohanon, han mga Amoreohanon, han mga Periseohanon, han mga Hibeohanon, ngan han mga Jebuseohanon.
EXO_003_0032	018<TAB>Inari ku king lub ku king ilual ku la king bansang babie kasakitan karela.	019<TAB>Mamamati an akon mga tawo han imo igsisiring ha ira.
EXO_003_0033	018<TAB>Idala ku la king gabun nung nu labis-labis ing kabiayan, ing gabun a ngeni tutuknangan da ring Cananeo, Hiteo, Amoreo, Perezeo, Heveo, at Jebuseo.	019<TAB>Katapos kinahanglan kumadto ka han hadi han Ehipto upod han mga pangulo han Israel, ngan sidnga hiya, Nagpadayag ha amon an Ginoo nga Dyos han mga Hebreo.
EXO_003_0034	019<TAB>Makiramdam la ding memalen ku king sabian mu karela.	019<TAB>Yana tugoti kami hin paglakat hin tulo ka adlaw ngadto ha kamingawan hin paghalad hin mga halad nga tinubod ngadto han Ginoo nga amon Dyos.
EXO_003_0035	019<TAB>Kaybat na nita, ika at ding manimuna ning Israel puntalan ye ing ari ning Ehipto at sabian yu ing anti kanini: Ing Ginu , ing Dios ding Hebreo, pepakit ya kekami.	020<TAB>Maaram ako nga diri matugot ha iyo an hadi han Ehipto gawas kon piriton gud hiya.
EXO_003_0036	019<TAB>Ngeni ipakisabi ming mayap king paintulutan yu kami sanang maglakbe atlung aldo king disyerto ban makaibie kaming ain-sakripisyu king Ginung kekaming Dios!	021<TAB>Kundi gagamiton ko an akon gahom, ngan kakastigohon ko an Ehipto pinaagi hin pagbuhat hin magpakaharadlok nga mga butang didto.
EXO_003_0037	020<TAB>Balu ku king e na kayu paintulutan mako ning ari ning Ehipto, nung e ya mangapuersa.	021<TAB>Katapos hito, palalakton kamo niya.
EXO_003_0038	021<TAB>Inya gamitan ku ing upaya ku at ipagpa ku king mabilug a Ehipto ing makapangilabut a parusa.	022<TAB>Patatahoron ko ha iyo an mga taga-Ehipto basi kon bumaya na an akon mga tawo, diri hira malakat nga waray dara.
EXO_003_0039	021<TAB>Kaybat na nita, paintulutan na na kayung mako.	023<TAB>Makadto an tagsa nga babaye nga Israelita han iya mga amyaw nga Ehiptohanon ngan ha bisan hin-o nga babaye nga Ehiptohanon nga nag-uokoy dida han iya balay, ngan mangangaro hin panapton ngan hin mga alahas nga bulawan ug salapi.
EXO_003_0040	022<TAB>Paratangan ku la ganaka kekayu ding tau Ehipto ban kanita e ra kayu palakuan a alang bitbit a daralan.	023<TAB>Igsusul-ot ini han mga Israelita dida han ira mga anak nga kalalaken-an ug kababayen-an, ngan pagdadad-on nira an mga manggad han mga taga-Ehipto.
EXO_003_0041	023<TAB>Munta ya ing balang babai kekayu karing babaing tau Ehiptong kasiping nang bale at kenu pa mang babai a katubale na at maniawad yang imalan, alahas a gintu at pilak.	<MISSING_TRANSLATION>
EXO_003_0042	023<TAB>Ipasulud yu la deti karing anak yu.	<MISSING_TRANSLATION>
EXO_003_0043	023<TAB>Makanyan yung akua ing pibandian da ring tau Ehipto.	<MISSING_TRANSLATION>
EXO_004_0001	verse<TAB>content	verse<TAB>content
